id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
10,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,66.148.80.28,52:54:00:12:35:02,52:54:00,24833,17,4,0,0,298766,298766,0,1,155,298766,298766,0,1,155,0,0,0,0,0,155,155.0,0.0,155,155,155.0,0.0,155,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
11,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,49162,66.148.64.18,52:54:00:12:35:02,52:54:00,13606,6,4,0,0,298767,298767,0,1,66,298767,298767,0,1,66,0,0,0,0,0,66,66.0,0.0,66,66,66.0,0.0,66,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
12,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,194.94.127.98,52:54:00:12:35:02,52:54:00,25549,17,4,0,0,310227,310544,317,8,1592,310227,310544,317,4,952,310332,310543,211,4,640,91,199.0,92.65912953246584,318,169,238.0,68.85249934945475,304,91,160.0,106.00314460744391,318,0,45.28571428571429,55.85909142868415,105,105,105.66666666666669,0.5773502691896247,106,0,70.33333333333334,60.912505557835445,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
13,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,195.169.125.228,52:54:00:12:35:02,52:54:00,29902,17,4,0,0,310544,310824,280,6,1239,310544,310733,189,3,696,310639,310824,185,3,543,112,206.5,94.14828729190988,324,158,232.0,84.45116932286965,324,112,181.0,114.35471131527552,313,0,56.0,51.1419592898043,95,94,94.5,0.7071067811865476,95,91,92.5,2.1213203435596424,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
14,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,115.69.241.182,52:54:00:12:35:02,52:54:00,21008,17,4,0,0,316205,316205,0,1,274,316205,316205,0,1,274,0,0,0,0,0,274,274.0,0.0,274,274,274.0,0.0,274,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
15,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,66.36.230.86,52:54:00:12:35:02,52:54:00,19347,17,4,0,0,307052,307223,171,3,534,307052,307223,171,2,398,307222,307222,0,1,136,136,178.0,47.148700936505136,229,169,199.0,42.42640687119285,229,136,136.0,0.0,136,1,85.5,119.50104602052652,170,171,171.0,0.0,171,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
16,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,111.242.171.190,52:54:00:12:35:02,52:54:00,16584,17,4,0,0,325108,325108,0,1,239,325108,325108,0,1,239,0,0,0,0,0,239,239.0,0.0,239,239,239.0,0.0,239,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
17,0,fe80::6dd3:1409:3456:8562,08:00:27:5b:df:e1,08:00:27,546,ff02::1:2,33:33:00:01:00:02,33:33:00,547,17,6,0,0,433547,496564,63017,7,1022,433547,496564,63017,7,1022,0,0,0,0,0,146,146.0,0.0,146,146,146.0,0.0,146,0,0.0,0.0,0,998,10502.833333333332,11863.414675660068,32006,998,10502.833333333332,11863.414675660068,32006,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DHCPV6,Network,0,6,,,,,
18,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,178.91.32.168,52:54:00:12:35:02,52:54:00,16355,17,4,0,0,330475,330475,0,1,255,330475,330475,0,1,255,0,0,0,0,0,255,255.0,0.0,255,255,255.0,0.0,255,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
19,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,66.235.184.138,52:54:00:12:35:02,52:54:00,15081,17,4,0,0,295084,412213,117129,5,1117,295084,412213,117129,4,981,295255,295255,0,1,136,136,223.4,64.06090851681702,294,186,245.25,47.84262395256626,294,136,136.0,0.0,136,7,29282.25,46662.27732244394,97992,178,39043.0,51907.80231333243,97992,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
20,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,66.148.64.18,52:54:00:12:35:02,52:54:00,24305,17,4,0,0,298259,433263,135004,14,2391,298259,433263,135004,10,1776,298429,393253,94824,4,615,115,170.7857142857143,53.38564856333088,267,117,177.60000000000002,45.115161285068886,248,115,153.75,75.51324387152229,267,0,10384.923076923076,16949.254749897504,54308,169,15000.444444444443,18855.936201307475,54308,168,31608.0,54454.8113668572,94487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
21,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,113.252.247.200,52:54:00:12:35:02,52:54:00,11105,17,4,0,0,356814,356814,0,1,138,356814,356814,0,1,138,0,0,0,0,0,138,138.0,0.0,138,138,138.0,0.0,138,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
22,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,111.240.194.123,52:54:00:12:35:02,52:54:00,10188,17,4,0,0,310825,310825,0,1,274,310825,310825,0,1,274,0,0,0,0,0,274,274.0,0.0,274,274,274.0,0.0,274,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
23,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,84.2.155.234,52:54:00:12:35:02,52:54:00,15326,17,4,0,0,350444,350444,0,1,124,350444,350444,0,1,124,0,0,0,0,0,124,124.0,0.0,124,124,124.0,0.0,124,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
24,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,88.87.244.16,52:54:00:12:35:02,52:54:00,19811,17,4,0,0,336173,336173,0,1,210,336173,336173,0,1,210,0,0,0,0,0,210,210.0,0.0,210,210,210.0,0.0,210,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
25,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,49163,66.148.64.18,52:54:00:12:35:02,52:54:00,13606,6,4,0,0,393254,393254,0,1,66,393254,393254,0,1,66,0,0,0,0,0,66,66.0,0.0,66,66,66.0,0.0,66,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
26,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,123.240.194.78,52:54:00:12:35:02,52:54:00,21477,17,4,0,0,344666,344666,0,1,193,344666,344666,0,1,193,0,0,0,0,0,193,193.0,0.0,193,193,193.0,0.0,193,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
27,0,fe80::6dd3:1409:3456:8562,08:00:27:5b:df:e1,08:00:27,59045,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,429473,429568,95,2,168,429473,429568,95,2,168,0,0,0,0,0,84,84.0,0.0,84,84,84.0,0.0,84,0,0.0,0.0,0,95,95.0,0.0,95,95,95.0,0.0,95,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
28,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,95.57.211.247,52:54:00:12:35:02,52:54:00,20586,17,4,0,0,376231,376231,0,1,164,376231,376231,0,1,164,0,0,0,0,0,164,164.0,0.0,164,164,164.0,0.0,164,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
29,0,95.57.211.247,52:54:00:12:35:02,52:54:00,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,0,1,4,0,0,376436,376436,0,1,164,376436,376436,0,1,164,0,0,0,0,0,164,164.0,0.0,164,164,164.0,0.0,164,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMP,Network,0,6,,,,,
30,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,89.41.100.12,52:54:00:12:35:02,52:54:00,18279,17,4,0,0,363013,363013,0,1,302,363013,363013,0,1,302,0,0,0,0,0,302,302.0,0.0,302,302,302.0,0.0,302,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
31,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,57037,8.8.8.8,52:54:00:12:35:02,52:54:00,53,17,4,0,0,432341,432418,77,2,162,432341,432341,0,1,73,432418,432418,0,1,89,73,81.0,11.31370849898476,89,73,73.0,0.0,73,89,89.0,0.0,89,77,77.0,0.0,77,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Network,0,6,www.google.cz,,,,
32,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,51914,224.0.0.252,01:00:5e:00:00:fc,01:00:5e,5355,17,4,0,0,429473,429568,95,2,128,429473,429568,95,2,128,0,0,0,0,0,64,64.0,0.0,64,64,64.0,0.0,64,0,0.0,0.0,0,95,95.0,0.0,95,95,95.0,0.0,95,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
33,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,49166,173.194.70.106,52:54:00:12:35:02,52:54:00,80,6,4,0,0,467845,468011,166,10,1818,467845,468011,166,5,543,467918,468011,93,5,1275,54,181.8,317.4470384524357,1055,54,108.6,115.49805193162352,315,54,255.0,447.2169495893464,1055,0,18.444444444444443,36.626872345011634,92,0,41.5,48.61069841094653,93,0,23.25,45.835757511648765,92,2,0,0,0,9,2,0,2,1,0,0,0,4,1,0,1,1,0,0,0,5,1,0,1,HTTP.Google,Web,0,6,www.google.com,,,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0),text/html
34,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,187.19.218.40,52:54:00:12:35:02,52:54:00,26151,17,4,0,0,370152,370152,0,1,221,370152,370152,0,1,221,0,0,0,0,0,221,221.0,0.0,221,221,221.0,0.0,221,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
35,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,137,10.0.2.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,137,17,4,0,0,429768,431270,1502,3,276,429768,431270,1502,3,276,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,751,751.0,0.0,751,751,751.0,0.0,751,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NetBIOS,System,0,6,wpad,,,,
36,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,64271,8.8.8.8,52:54:00:12:35:02,52:54:00,53,17,4,0,0,432051,432124,73,2,244,432051,432051,0,1,74,432124,432124,0,1,170,74,122.0,67.88225099390856,170,74,74.0,0.0,74,170,170.0,0.0,170,73,73.0,0.0,73,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Network,0,6,www.google.com,,,,
37,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,49164,173.194.70.106,52:54:00:12:35:02,52:54:00,80,6,4,0,0,432125,432340,215,10,1818,432125,432339,214,5,543,432199,432340,141,5,1275,54,181.8,317.4470384524357,1055,54,108.6,115.49805193162352,315,54,255.0,447.2169495893464,1055,0,23.88888888888889,36.95755824065101,91,0,53.5,39.9791612384919,92,0,35.25,43.63771304731722,91,2,0,0,0,9,2,0,2,1,0,0,0,4,1,0,1,1,0,0,0,5,1,0,1,HTTP.Google,Web,0,6,www.google.com,,,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0),text/html
38,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,194.94.127.98,52:54:00:12:35:02,52:54:00,25549,17,4,0,0,432762,432880,118,4,576,432762,432880,118,2,374,432878,432879,1,2,202,92,144.0,64.18722614352485,236,138,187.0,69.29646455628166,236,92,101.0,12.727922061357855,110,1,39.33333333333333,66.39528095680696,116,118,118.0,0.0,118,1,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
39,0,187.19.218.40,52:54:00:12:35:02,52:54:00,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,0,1,4,0,0,370544,370544,0,1,221,370544,370544,0,1,221,0,0,0,0,0,221,221.0,0.0,221,221,221.0,0.0,221,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMP,Network,0,6,,,,,
40,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,195.169.125.228,52:54:00:12:35:02,52:54:00,29902,17,4,0,0,432879,432970,91,2,369,432879,432879,0,1,256,432970,432970,0,1,113,113,184.5,101.1162697096763,256,256,256.0,0.0,256,113,113.0,0.0,113,91,91.0,0.0,91,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
41,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,62.5.128.33,52:54:00:12:35:02,52:54:00,24761,17,4,0,0,384273,384273,0,1,309,384273,384273,0,1,309,0,0,0,0,0,309,309.0,0.0,309,309,309.0,0.0,309,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
42,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,15311,66.36.230.86,52:54:00:12:35:02,52:54:00,19347,17,4,0,0,432971,450097,17126,2,518,432971,450097,17126,2,518,0,0,0,0,0,243,259.0,22.62741699796952,275,243,259.0,22.62741699796952,275,0,0.0,0.0,0,17126,17126.0,0.0,17126,17126,17126.0,0.0,17126,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
43,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,49169,173.194.70.94,52:54:00:12:35:02,52:54:00,80,6,4,0,0,2303224,2303426,202,7,1994,2303224,2303426,202,4,488,2303298,2303425,127,3,1506,54,284.85714285714283,498.3798513086943,1394,54,122.0,128.12493902437572,314,54,502.0,772.4972491860408,1394,0,33.66666666666667,53.9505946831605,126,0,67.33333333333333,63.846169292552965,127,1,63.5,88.38834764831844,126,2,0,0,0,6,2,1,0,1,0,0,0,3,1,1,0,1,0,0,0,3,1,0,0,HTTP.Google,Web,0,6,www.google.cz,,,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0),text/html
44,0,10.0.2.16,08:00:27:5b:df:e1,08:00:27,49167,173.194.70.94,52:54:00:12:35:02,52:54:00,80,6,4,0,0,468011,468215,204,7,1994,468011,468215,204,4,488,468085,468214,129,3,1506,54,284.85714285714283,498.3798513086943,1394,54,122.0,128.12493902437572,314,54,502.0,772.4972491860408,1394,0,34.0,54.63698381133424,128,1,68.0,64.21059102671458,129,1,64.5,89.80256121069154,128,2,0,0,0,6,2,1,0,1,0,0,0,3,1,1,0,1,0,0,0,3,1,0,0,HTTP.Google,Web,0,6,www.google.cz,,,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0),text/html
